codemp;tipcont;tipmov;codart;fecmov;fecintro;orden;almace;seriel;ubicac;cant;prec;moves;clprfab;numdoc;posicion;impmov;pmedpon;tabauxidhis;tipo;datvar1;datvar2;datvar3;datvar4;datvar5;datvar6;feccad;premedpon;cantdobuni;numsec;tipfac;movmanual
001;0;10;03056CC04;40589;40590;201102165065679;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CC05;40589;40590;201102165065903;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CC06;40589;40590;201102165066128;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CC07;40589;40590;201102165066353;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CM01;40589;40590;201102165066578;1;;S/U;0;0;I;;0;0;0;32;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CM02;40589;40590;201102165066803;1;;S/U;0;0;I;;0;0;0;7.4;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CM03;40589;40590;201102165067028;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CM04;40589;40590;201102165067252;1;;S/U;12;0;I;;0;0;0;1.65;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CM05;40589;40590;201102165067477;1;;S/U;0;0;I;;0;0;0;135;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CM06;40589;40590;201102165067702;1;;S/U;2;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CP01;40589;40590;201102165067926;1;;S/U;3;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056CP02;40589;40590;201102165068151;1;;S/U;7;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DC01;40589;40590;201102165068376;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DC02;40589;40590;201102165068601;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DC03;40589;40590;201102165068826;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DC04;40589;40590;201102165069050;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DC05;40589;40590;201102165069276;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DC06;40589;40590;201102165069500;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DM01;40589;40590;201102165069726;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DM02;40589;40590;201102165069953;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DM03;40589;40590;201102165070179;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DP01;40589;40590;201102165070404;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DP02;40589;40590;201102165070628;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DP03;40589;40590;201102165070853;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03056DP04;40589;40590;201102165071078;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03057AM01;40589;40590;201102165071303;1;;S/U;0;0;I;;0;0;0;120;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03057AM02;40589;40590;201102165071527;1;;S/U;3;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03057AM03;40589;40590;201102165071752;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03057AM04;40589;40590;201102165071978;1;;S/U;0;0;I;;0;0;0;35;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03057AP01;40589;40590;201102165072202;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03057AP02;40589;40590;201102165072427;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03057AV01;40589;40590;201102165072651;1;;S/U;0;0;I;;0;0;0;35.9;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03058AM01;40589;40590;201102165072876;1;;S/U;0;0;I;;0;0;0;150;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03058AM02;40589;40590;201102165073101;1;;S/U;1;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03058AM03;40589;40590;201102165073326;1;;S/U;1;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03058AM04;40589;40590;201102165073551;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03058AM05;40589;40590;201102165073776;1;;S/U;0;0;I;;0;0;0;47;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03058AV01;40589;40590;201102165074001;1;;S/U;0;0;I;;0;0;0;93.7;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM01;40589;40590;201102165074225;1;;S/U;4;0;I;;0;0;0;250;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM02;40589;40590;201102165074450;1;;S/U;0;0;I;;0;0;0;69;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM03;40589;40590;201102165074675;1;;S/U;4;0;I;;0;0;0;12;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM04;40589;40590;201102165074899;1;;S/U;0;0;I;;0;0;0;12;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM05;40589;40590;201102165075124;1;;S/U;0;0;I;;0;0;0;12;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM06;40589;40590;201102165075349;1;;S/U;0;0;I;;0;0;0;17.5;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM07;40589;40590;201102165075574;1;;S/U;0;0;I;;0;0;0;17.5;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM08;40589;40590;201102165075798;1;;S/U;0;0;I;;0;0;0;10.15;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AM09;40589;40590;201102165076026;1;;S/U;0;0;I;;0;0;0;10.15;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AP01;40589;40590;201102165076251;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AV01;40589;40590;201102165076510;1;;S/U;44;0;I;;0;0;0;12;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AV02;40589;40590;201102165076735;1;;S/U;102;0;I;;0;0;0;12.3;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061AV03;40589;40590;201102165076962;1;;S/U;0;0;I;;0;0;0;0.0001;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061BC01;40589;40590;201102165077189;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061BC02;40589;40590;201102165077414;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061BM01;40589;40590;201102165077639;1;;S/U;28;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061BM02;40589;40590;201102165077864;1;;S/U;8;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061BM03;40589;40590;201102165078088;1;;S/U;8;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03061BM04;40589;40590;201102165078313;1;;S/U;8;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM01;40589;40590;201102165078537;1;;S/U;0;0;I;;0;0;0;1600;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM02;40589;40590;201102165078762;1;;S/U;4;0;I;;0;0;0;270;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM03;40589;40590;201102165078987;1;;S/U;1;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM04;40589;40590;201102165079211;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM05;40589;40590;201102165079436;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM06;40589;40590;201102165079661;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM07;40589;40590;201102165079885;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM08;40589;40590;201102165080111;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM09;40589;40590;201102165080336;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM10;40589;40590;201102165080561;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM11;40589;40590;201102165080786;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM12;40589;40590;201102165081068;1;;S/U;1;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AM13;40589;40590;201102165081292;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AV01;40589;40590;201102165081517;1;;S/U;0;0;I;;0;0;0;90.8;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AV02;40589;40590;201102165081742;1;;S/U;0;0;I;;0;0;0;12.7;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AV03;40589;40590;201102165081967;1;;S/U;1;0;I;;0;0;0;14.48;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03063AV04;40589;40590;201102165082192;1;;S/U;0;0;I;;0;0;0;8.37;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM01;40589;40590;201102165082417;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM02;40589;40590;201102165082642;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM03;40589;40590;201102165082867;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM04;40589;40590;201102165083092;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM07;40589;40590;201102165083317;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM08;40589;40590;201102165083575;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM09;40589;40590;201102165083800;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM10;40589;40590;201102165084025;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM11;40589;40590;201102165084250;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AM12;40589;40590;201102165084475;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AV01;40589;40590;201102165084700;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;03064AV02;40589;40590;201102165084924;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900100;40589;40590;201102165085149;1;;S/U;0;0;I;;0;0;0;0.58;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900101;40589;40590;201102165085374;1;;S/U;0;0;I;;0;0;0;0.19;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900102;40589;40590;201102165085598;1;;S/U;2500;0;I;;0;0;0;0.53;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900103;40589;40590;201102165085822;1;;S/U;0;0;I;;0;0;0;2.43;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900104;40589;40590;201102165086046;1;;S/U;1315;0;I;;0;0;0;3.75;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900105;40589;40590;201102165086272;1;;S/U;5600;0;I;;0;0;0;0.12;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900106;40589;40590;201102165086494;1;;S/U;192;0;I;;0;0;0;2.43;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900107;40589;40590;201102165086717;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900108;40589;40590;201102165086939;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900109;40589;40590;201102165087161;1;;S/U;0;0;I;;0;0;0;0.174;0;;;;;0;0;0;2958465;0.174;0;0;0;N
001;0;10;0900110;40589;40590;201102165087383;1;;S/U;8000;0;I;;0;0;0;0.089;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900111;40589;40590;201102165087605;1;;S/U;84;0;I;;0;0;0;2.11;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900112;40589;40590;201102165087828;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900113;40589;40590;201102165088083;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900114;40589;40590;201102165088305;1;;S/U;53;0;I;;0;0;0;2.75;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900115;40589;40590;201102165088527;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900116;40589;40590;201102165088749;1;;S/U;3850;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900117;40589;40590;201102165088971;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900118;40589;40590;201102165089197;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900119;40589;40590;201102165089419;1;;S/U;137;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;0900120;40589;40590;201102165089641;1;;S/U;0;3.08;I;;0;0;0;3.08;0;;;;;0;0;0;2958465;3.08;0;0;0;N
001;0;10;0900121;40589;40590;201102165089863;1;;S/U;182;3.08;I;;0;0;560.56;3.08;0;;;;;0;0;0;2958465;3.08;0;0;0;N
001;0;10;1100100;40589;40590;201102165090085;1;;S/U;1;0;I;;0;0;0;29.76;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;1100101;40589;40590;201102165090364;1;;S/U;1;0;I;;0;0;0;32.77;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;1100102;40589;40590;201102165090586;1;;S/U;0;0;I;;0;0;0;27.6;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;1100103;40589;40590;201102165090808;1;;S/U;1;0;I;;0;0;0;28.46;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;21016AC01;40589;40590;201102165091030;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28001A;40589;40590;201102165091253;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28002A;40589;40590;201102165091476;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28002B;40589;40590;201102165091698;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28003A;40589;40590;201102165091921;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28003B;40589;40590;201102165092144;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28004A;40589;40590;201102165092367;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28004B;40589;40590;201102165092590;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28005A;40589;40590;201102165092813;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28005B;40589;40590;201102165093036;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28006A;40589;40590;201102165093259;1;;S/U;1;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28007A;40589;40590;201102165093482;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28007B;40589;40590;201102165093705;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28008A;40589;40590;201102165093928;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28008B;40589;40590;201102165094151;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28009A;40589;40590;201102165094374;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28009B;40589;40590;201102165094597;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28010A;40589;40590;201102165094819;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28010B;40589;40590;201102165095042;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28011A;40589;40590;201102165095265;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28011B;40589;40590;201102165095489;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28012A;40589;40590;201102165095711;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28012B;40589;40590;201102165095934;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28013A;40589;40590;201102165096157;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28013B;40589;40590;201102165096380;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28014A;40589;40590;201102165096604;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28014B;40589;40590;201102165096827;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28015A;40589;40590;201102165097051;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28015B;40589;40590;201102165097274;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28016A;40589;40590;201102165097530;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28016B;40589;40590;201102165097753;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28017A;40589;40590;201102165097976;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28017B;40589;40590;201102165098198;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28018A;40589;40590;201102165098421;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28019A;40589;40590;201102165098644;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28020A;40589;40590;201102165098901;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28020B;40589;40590;201102165099124;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28021A;40589;40590;201102165099348;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28022A;40589;40590;201102165099571;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28022B;40589;40590;201102165099794;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28023A;40589;40590;201102165100017;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28024A;40589;40590;201102165100240;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28025A;40589;40590;201102165100463;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28026A;40589;40590;201102165100687;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28027A;40589;40590;201102165100909;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28028A;40589;40590;201102165101132;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28029A;40589;40590;201102165101355;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28030A;40589;40590;201102165101578;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28031A;40589;40590;201102165101801;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28032A;40589;40590;201102165102024;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28033A;40589;40590;201102165102247;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28033B;40589;40590;201102165102470;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28034A;40589;40590;201102165102726;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28035A;40589;40590;201102165102949;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28036A;40589;40590;201102165103172;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28037A;40589;40590;201102165103395;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28038A;40589;40590;201102165103618;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28039A;40589;40590;201102165103841;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28040A;40589;40590;201102165104064;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28041A;40589;40590;201102165104287;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28042A;40589;40590;201102165104510;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28043A;40589;40590;201102165104733;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28044A;40589;40590;201102165104956;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28044B;40589;40590;201102165105180;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28045A;40589;40590;201102165105403;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28045B;40589;40590;201102165105626;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28046A;40589;40590;201102165105849;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28047A;40589;40590;201102165106072;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28048A;40589;40590;201102165106295;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28048B;40589;40590;201102165106517;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28049A;40589;40590;201102165106741;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28049B;40589;40590;201102165106965;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28050A;40589;40590;201102165107189;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28050B;40589;40590;201102165107411;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28051A;40589;40590;201102165107634;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28052A;40589;40590;201102165107857;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28053A;40589;40590;201102165108080;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28054A;40589;40590;201102165108303;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28055A;40589;40590;201102165108526;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28056A;40589;40590;201102165108749;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28057A;40589;40590;201102165108972;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
001;0;10;28058A;40589;40590;201102165109194;1;;S/U;0;0;I;;0;0;0;0;0;;;;;0;0;0;2958465;0;0;0;0;N
